Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[37]     0.4    0.01    0.00   23769         void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > > >(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, __gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, __gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::forward_iterator_tag) [37]
-----------------------------------------------
                0.00    0.00       8/368247      filter(nn_core_data_package_class&, datapack_structure_defination, std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >&) [54]
                0.00    0.00       9/368247      breaker(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [52]
                0.00    0.00       9/368247      data_filter(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [51]
                0.00    0.00       9/368247      prepare_data(nn_core_data_package_class*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [50]
                0.00    0.00   44819/368247      segment_class::split_attributes_for_each_core() [21]
                0.00    0.00   46024/368247      core_class::train_core() [17]
                0.00    0.00   54260/368247      simplex_solver_data_preparation_class::cdp_spliter(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [43]
                0.01    0.00  223109/368247      modified_simplex_solver::start_solver(converted_data_pack*) [2]
[38]     0.4    0.01    0.00  368247         void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [38]
-----------------------------------------------
                                                 <spontaneous>
[39]     0.2    0.01    0.00                 std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (simplex_solver_data_preparation_class::*)(), simplex_solver_data_preparation_class> > >::_M_run() [39]
-----------------------------------------------
                0.00    0.00      50/50          genetic_algorithm::start_genetic_algorithm(int) [16]
[40]     0.2    0.00    0.00      50         genetic_algorithm::crossover(std::vector<chromosome, std::allocator<chromosome> >&) [40]
                0.00    0.00     600/10352       genetic_algorithm::get_random_number(int, int) [15]
                0.00    0.00    2400/2400        genetic_algorithm::chromosome_data_transfer(int, bool, chromosome&, chromosome&) [98]
                0.00    0.00     300/607         void std::vector<chromosome, std::allocator<chromosome> >::_M_realloc_insert<chromosome const&>(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, chromosome const&) [112]
-----------------------------------------------
                0.00    0.00    3425/6939        core_class::train_core() [17]
                0.00    0.00    3514/6939        void std::vector<simplex_solver_data_preparation_class, std::allocator<simplex_solver_data_preparation_class> >::_M_realloc_insert<simplex_solver_data_preparation_class const&>(__gnu_cxx::__normal_iterator<simplex_solver_data_preparation_class*, std::vector<simplex_solver_data_preparation_class, std::allocator<simplex_solver_data_preparation_class> > >, simplex_solver_data_preparation_class const&) [26]
[41]     0.2    0.00    0.00    6939         simplex_solver_data_preparation_class::simplex_solver_data_preparation_class(simplex_solver_data_preparation_class const&) [41]
                0.00    0.00   20938/53543       converted_data_pack::converted_data_pack(converted_data_pack const&) [35]
                0.00    0.00   19866/66728       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [76]
-----------------------------------------------
                0.00    0.00       1/1           genetic_algorithm::start_genetic_algorithm(int) [16]
[42]     0.1    0.00    0.00       1         genetic_algorithm::generate_initial_population() [42]
                0.00    0.00     450/10352       genetic_algorithm::get_random_number(int, int) [15]
                0.00    0.00       7/607         void std::vector<chromosome, std::allocator<chromosome> >::_M_realloc_insert<chromosome const&>(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, chromosome const&) [112]
-----------------------------------------------
                0.00    0.00    3374/3374        simplex_solver_data_preparation_class::lp_solver() [1]
[43]     0.1    0.00    0.00    3374         simplex_solver_data_preparation_class::cdp_spliter(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [43]
                0.00    0.00   54260/368247      void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [38]
                0.00    0.00    2103/10997       void std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_realloc_insert<converted_data_pack const&>(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, converted_data_pack const&) [44]
                0.00    0.00    1338/53543       converted_data_pack::converted_data_pack(converted_data_pack const&) [35]
                0.00    0.00   26750/83298       std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> > const&) [75]
                0.00    0.00   13534/14375       std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::operator=(std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > const&) [85]
                0.00    0.00   10328/59539       converted_data_pack::~converted_data_pack() [77]
-----------------------------------------------
                0.00    0.00     629/10997       core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.00    0.00    2035/10997       core_class::c_data_packs_division_for_multi_threading(std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >&, std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [27]
                0.00    0.00    2103/10997       simplex_solver_data_preparation_class::cdp_spliter(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [43]
                0.00    0.00    2491/10997       simplex_solver_data_preparation_class::lp_solver() [1]
                0.00    0.00    3739/10997       core_class::train_core() [17]
[44]     0.1    0.00    0.00   10997         void std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_realloc_insert<converted_data_pack const&>(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, converted_data_pack const&) [44]
                0.00    0.00   10680/53543       converted_data_pack::converted_data_pack(converted_data_pack const&) [35]
-----------------------------------------------
                0.00    0.00    3469/7488        simplex_solver_data_preparation_class::simplex_solver_data_preparation_class(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, datapack_structure_defination*, ann*) [48]
                0.00    0.00    4019/7488        simplex_solver_data_preparation_class::lp_solver() [1]
[45]     0.1    0.00    0.00    7488         std::vector<converted_data_pack, std::allocator<converted_data_pack> >::operator=(std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&) [45]
                0.00    0.00    7811/53543       converted_data_pack::converted_data_pack(converted_data_pack const&) [35]
-----------------------------------------------
                0.00    0.00   13970/13970       segment_class::propagate(std::vector<float, std::allocator<float> >) [11]
[46]     0.1    0.00    0.00   13970         segment_class::checker_df(std::vector<neuron, std::allocator<neuron> >&) [46]
                0.00    0.00   26721/197560      neuron*& std::vector<neuron*, std::allocator<neuron*> >::emplace_back<neuron*>(neuron*&&) [32]
-----------------------------------------------
                0.00    0.00    1838/1838        core_class::train_core() [17]
[47]     0.0    0.00    0.00    1838         core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.00    0.00    1713/23769       void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > > >(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, __gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, __gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::forward_iterator_tag) [37]
                0.00    0.00    3635/3635        void std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_range_insert<__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, __gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, __gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, std::forward_iterator_tag) [49]
